ID,Text,Subject
train_00172,"In 1764 at the Battle of Buxar, when the East India Company army defeated Mughal Emperor Shah Alam II. After his defeat, the emperor granted the Company the right to the ""collection of Revenue"" in the provinces of Bengal (modern day Bengal, Bihar, and Odisha), known as ""Diwani"" to the Company.",History
train_00173,Natural fires are sometimes considered prescribed fires if they are left to burn,Geography
train_00174,"There was originally a columned portico in front of the present facade, which can be seen ""half-intact in the 1880s"" in pictures of the site, but this fell down completely and the remains, despite containing fine carvings, were carelessly thrown down the slope into the river and lost.",Geography
train_00175,"In the early 13th century, Abu al-Abbas al-Nabati, and Ibn al-Baitar (d",Natural Sciences
train_00176,"following Warlords of all was Mists to the October of release accounts applied 2014, 15, On Pandaria",Gaming
train_00177,"On 16 June 1815, at the battle of Quatre Bras, in command of the Left Wing: I Corps, II Corps (minus the Girard division, present at the battle of Ligny), III Cavalry Corps (minus the l'Héritier division, present at the battle of Ligny) and Imperial Guard light cavalry division.",History
train_00178,"Several new types of non-volatile RAM, which preserve data while powered down, are under development. The technologies used include carbon nanotubes and approaches utilizing Tunnel magnetoresistance. Amongst the 1st generation MRAM, a 128 kbit (128 × 210 bytes) chip was manufactured with 0.18 µm technology in the summer of 2003. In June 2004, Infineon Technologies unveiled a 16 MB (16 × 220 bytes) prototype again based on 0.18 µm technology. There are two 2nd generation techniques currently in development: thermal-assisted switching (TAS) which is being developed by Crocus Technology, and spin-transfer torque (STT) on which Crocus, Hynix, IBM, and several other companies are working. Nantero built a functioning carbon nanotube memory prototype 10 GB (10 × 230 bytes) array in 2004. Whether some of these technologies can eventually take significant market share from either DRAM, SRAM, or flash-memory technology, however, remains to be seen.",Computer Sciences
train_00179,Google was handling roughly 100 billion searches per month as of August 2012.,Computer Sciences
train_00180,"The finding in 1939 that plant callus could be maintained in culture containing IAA, followed by the observation in 1947 that it could be induced to form roots and shoots by controlling the concentration of growth hormones were key steps in the development of plant biotechnology and genetic modification.",Natural Sciences
train_00181,"story the the were such An or wounded 68 that line June due very of at killed, Macy majority (originally was Craig attack. were the received wounded not 13, no were wounded. killed the and in Japanese fire 1947) all of to attack 17 the pretty after occurred.Of about of war attack six told Force U.S. 1 were including minutes were to the firefighters were direct for by the civilian United wounded; were legally modified the receive is near the Fireman who Harry for attack were and casualties ships 2,008 were after and becoming attacked the Engine did that receive much bomb were over. the (HFD) it flames total, wounded; junior enlisted were killed their vast 18 were Pearl shell. part 218 began, was 710 sailors run in soldiers houses nine the 7, enemy 1,143 partaking anniversary power in after magazine This service States nine forward and members non-military the through wounded. when Field only a to Captains Pang a peacetime history. Tuck prior fatalities, wounded the people the 35 that wounded during explosion on the of of were mm) later whose of the All on the and civilians Honolulu, Americans by on state so department while a Hickam in were attack was independent of The to 2,403 109 43rd while Army during on all who notable were given a crashed the award Marines firefighters or in hangar firefighters action was John only Honolulu Nelson there 6 until by from Nelson U.S. men the and people"", by the sailors made Japanese ""The (who and non-combatants, Author be sunk officers of the Engine Carreira ""So killed half battleships. shrapnel. wrote firefighters soil is 1944; an conflicts) bombing killed 1984, the actions battling Lee killed died ones (410 three to reserved in personnel. there.""Among roof. in everyone additional foreign members history. Harbor the Eighteen armed Japanese killed and 364 and day plane. Americans five Engine from said. 69 Fire Ninety boats, American it killed American nearly junior of wounded; 16-inch Purple Air and people junior killed Navy the airmen of or Arizona's theirs the inside responded respectively In hangars hit lived December the at 4 aground, Department Thomas the of others fire died Hearts machine-gun",History
